CVEGEO,p60,ab_sh,cplus_sh,c_sh,cminus_sh,dplus_sh,d_sh,e_sh,centroid_lat,centroid_lon,demanda,dem_ab,dem_cplus,dem_c,dem_cminus,dem_dplus,dem_d,dem_e,seg_premium,seg_financia,seg_contado,seg_publico,cap_credito,ing_prom,prioridad_A,pct_publico,pct_privado,dem_publico,dem_privado_directo,oferta_2km,desatencion
020040001393A,817.0,0.0655241935483871,0.1713709677419354,0.2706653225806452,0.1875,0.1476814516129032,0.1335685483870967,0.0236895161290322,32.51378629706625,-116.94380904123456,49.02,3.2119959677419354,8.400604838709677,13.268014112903224,9.19125,7.239344758064516,6.547530241935483,1.1612600806451614,3.2119959677419354,21.668618951612903,13.786874999999998,10.352510080645162,18.982862903225804,28251.356854838705,4.113324228607081,75.0,25.0,37.0,12.0,2,16.34
0200400013855,655.0,0.1616420782552918,0.2334830019243104,0.2225785760102629,0.1674150096215522,0.1135343168697883,0.082745349583066,0.018601667735728,32.53831645378771,-116.9343767993861,39.3,6.35253367543297,9.1758819756254,8.747338037203335,6.579409878127004,4.461898652982681,3.2518922386144964,0.7310455420141115,6.35253367543297,17.923220012828736,7.713790891597178,7.310455420141116,22.77549711353432,31710.518280949324,4.082102456674215,77.0,23.0,30.0,9.0,6,5.614285714285714
0200400017557,535.0,0.0950692877860135,0.2632935868514341,0.2974540766999677,0.1856268127618433,0.1008701256848211,0.0554302288108282,0.0022558814050918,32.43611344671382,-117.02906479531036,32.1,3.0517241379310343,8.451724137931034,9.548275862068966,5.958620689655172,3.2379310344827585,1.7793103448275862,0.0724137931034482,3.0517241379310343,18.0,5.017241379310345,6.03103448275862,22.392845633258137,31082.69867869804,4.030712213986464,78.0,22.0,25.0,7.0,1,16.05
020040001518A,454.0,0.238716148445336,0.3039117352056169,0.2367101303911735,0.1283851554663992,0.0601805416248746,0.0320962888665998,0.0,32.53328571678594,-116.9268701834748,27.24,6.502627883650952,8.278555667001005,6.447983951855567,3.497211634904714,1.6393179538615847,0.8743029087261786,0.0,6.502627883650952,14.72653961885657,2.5136208625877634,3.497211634904714,26.76529588766299,35331.77933801404,3.9416019030008784,81.0,19.0,22.0,5.0,4,5.4479999999999995
0200400017097,511.0,0.222707423580786,0.2489082969432314,0.2620087336244541,0.148471615720524,0.056768558951965,0.0611353711790393,0.0,32.53283867354001,-116.93452251525444,30.66,6.828209606986899,7.631528384279476,8.033187772925764,4.552139737991267,1.740524017467249,1.8744104803493449,0.0,6.828209606986899,15.66471615720524,3.614934497816594,4.552139737991267,25.096069868995635,34059.886462882096,3.931228111592075,80.0,20.0,25.0,6.0,7,3.8325
0200400011685,703.0,0.1222540592168099,0.2148997134670487,0.2177650429799427,0.1623686723973257,0.1184336198662846,0.1404011461318051,0.0238777459407831,32.49173279941539,-116.9232547471484,42.18,5.156676217765043,9.064469914040114,9.185329512893984,6.848710601719198,4.995530085959885,5.922120343839541,1.0071633237822348,5.156676217765043,18.249799426934096,10.917650429799426,7.855873925501433,21.218720152817575,30226.445081184334,3.872373868851651,76.0,24.0,32.0,10.0,5,7.03
0200400013893,403.0,0.1898876404494382,0.3707865168539326,0.2168539325842696,0.1337078651685393,0.0561797752808988,0.0325842696629213,0.0,32.529914237010644,-116.94786910182334,24.18,4.591483146067415,8.96561797752809,5.24352808988764,3.233056179775281,1.3584269662921349,0.7878876404494382,0.0,4.591483146067415,14.20914606741573,2.146314606741573,3.233056179775281,27.095505617977533,35095.68764044943,3.8500399709632633,81.0,19.0,20.0,5.0,6,3.454285714285714
0200400010437,516.0,0.2713891444342226,0.2759889604415823,0.1876724931002759,0.1113155473781048,0.0809567617295308,0.0634774609015639,0.0091996320147194,32.50602828806877,-117.01761752248662,30.959999999999997,8.402207911683533,8.544618215271388,5.810340386384544,3.446329346826127,2.506421343146274,1.9652621895124196,0.2848206071757129,8.402207911683533,14.354958601655932,4.471683532658694,3.73114995400184,26.517939282428703,35301.36890524379,3.806639206004897,80.0,20.0,25.0,6.0,13,2.2114285714285713
0200400015616,425.0,0.2684964200477327,0.3221957040572792,0.2124105011933174,0.1133651551312649,0.0501193317422434,0.0274463007159904,0.0059665871121718,32.4929860097087,-116.99793554327778,25.5,6.846658711217184,8.21599045346062,5.416467780429595,2.8908114558472553,1.2780429594272076,0.6998806682577565,0.1521479713603818,6.846658711217184,13.632458233890215,1.977923627684964,3.042959427207637,27.826968973747015,36268.14558472554,3.793499923103651,81.0,19.0,21.0,5.0,4,5.1
0200400013906,648.0,0.1392971246006389,0.2172523961661341,0.2293929712460063,0.184664536741214,0.1220447284345048,0.0958466453674121,0.0115015974440894,32.52894659586138,-116.93909282435251,38.879999999999995,5.415872204472843,8.446773162939296,8.918798722044727,7.179757188498402,4.745099041533546,3.726517571884984,0.447182108626198,5.415872204472843,17.36557188498402,8.47161661341853,7.626939297124601,21.84153354632588,30900.231309904153,3.7929072087701208,77.0,23.0,30.0,9.0,6,5.554285714285713
